,Predicted
5795,9
5796,3
5797,5
5798,0
5799,9
5800,1
5801,9
5802,9
5803,1
5804,9
5805,3
5806,1
5807,6
5808,8
5809,0
5810,2
5811,5
5812,6
5813,6
5814,1
5815,1
5816,1
5817,9
5818,6
5819,9
5820,7
5821,1
5822,2
5823,5
5824,1
5825,5
5826,1
5827,9
5828,4
5829,1
5830,4
5831,9
5832,1
5833,9
5834,1
5835,9
5836,2
5837,1
5838,1
5839,1
5840,9
5841,1
5842,1
5843,9
5844,1
5845,0
5846,1
5847,1
5848,0
5849,2
5850,5
5851,0
5852,1
5853,4
5854,9
5855,8
5856,0
5857,0
5858,6
5859,1
5860,0
5861,3
5862,6
5863,9
5864,1
5865,6
5866,2
5867,9
5868,5
5869,1
5870,9
5871,6
5872,6
5873,8
5874,1
5875,0
5876,9
5877,1
5878,7
5879,9
5880,6
5881,1
5882,5
5883,9
5884,1
5885,1
5886,1
5887,5
5888,6
5889,7
5890,3
5891,1
5892,1
5893,3
5894,1
5895,6
5896,9
5897,6
5898,2
5899,9
5900,5
5901,9
5902,1
5903,3
5904,1
5905,5
5906,1
5907,8
5908,6
5909,9
5910,0
5911,0
5912,6
5913,9
5914,1
5915,9
5916,5
5917,2
5918,9
5919,5
5920,1
5921,9
5922,9
5923,1
5924,5
5925,9
5926,1
5927,8
5928,5
5929,9
5930,9
5931,9
5932,0
5933,3
5934,9
5935,2
5936,9
5937,0
5938,6
5939,7
5940,9
5941,6
5942,1
5943,0
5944,0
5945,5
5946,9
5947,4
5948,0
5949,6
5950,3
5951,9
5952,4
5953,4
5954,5
5955,1
5956,3
5957,1
5958,5
5959,1
5960,6
5961,1
5962,5
5963,8
5964,1
5965,0
5966,1
5967,0
5968,9
5969,9
5970,8
5971,3
5972,1
5973,3
5974,7
5975,4
5976,1
5977,1
5978,1
5979,8
5980,6
5981,3
5982,5
5983,8
5984,9
5985,6
5986,4
5987,8
5988,9
5989,2
5990,9
5991,1
5992,3
5993,1
5994,6
5995,4
5996,0
5997,2
5998,6
5999,8
6000,9
6001,1
6002,1
6003,2
6004,1
6005,9
6006,4
6007,3
6008,1
6009,1
6010,1
6011,4
6012,1
6013,8
6014,9
6015,3
6016,1
6017,2
6018,9
6019,6
6020,0
6021,9
6022,6
6023,3
6024,1
6025,7
6026,9
6027,9
6028,1
6029,0
6030,3
6031,3
6032,5
6033,0
6034,6
6035,6
6036,3
6037,1
6038,9
6039,3
6040,2
6041,9
6042,8
6043,8
6044,1
6045,1
6046,9
6047,0
6048,3
6049,9
6050,0
6051,7
6052,8
6053,1
6054,1
6055,9
6056,2
6057,2
6058,3
6059,3
6060,1
6061,5
6062,3
6063,9
6064,3
6065,2
6066,5
6067,2
6068,9
6069,9
6070,6
6071,9
6072,1
6073,2
6074,7
6075,6
6076,4
6077,6
6078,2
6079,6
6080,6
6081,5
6082,5
6083,4
6084,0
6085,5
6086,9
6087,1
6088,1
6089,1
6090,1
6091,1
6092,7
6093,1
6094,0
6095,2
6096,9
6097,9
6098,9
6099,7
6100,9
6101,9
6102,9
6103,7
6104,9
6105,6
6106,8
6107,9
6108,7
6109,1
6110,6
6111,9
6112,0
6113,5
6114,1
6115,3
6116,1
6117,6
6118,9
6119,5
6120,9
6121,3
6122,3
6123,9
6124,1
6125,6
6126,6
6127,9
6128,9
6129,6
6130,0
6131,4
6132,9
6133,3
6134,9
6135,9
6136,3
6137,9
6138,4
6139,9
6140,0
6141,1
6142,1
6143,5
6144,9
6145,2
6146,8
6147,1
6148,9
6149,0
6150,6
6151,3
6152,9
6153,5
6154,5
6155,0
6156,9
6157,4
6158,3
6159,9
6160,9
6161,1
6162,5
6163,3
6164,6
6165,9
6166,1
6167,9
6168,1
6169,1
6170,9
6171,6
6172,5
6173,1
6174,8
6175,8
6176,6
6177,1
6178,2
6179,4
6180,6
6181,8
6182,4
6183,1
6184,6
6185,4
6186,9
6187,5
6188,3
6189,1
6190,2
6191,1
6192,6
6193,6
6194,1
6195,9
6196,1
6197,4
6198,4
6199,5
6200,1
6201,5
6202,1
6203,0
6204,9
6205,1
6206,9
6207,2
6208,9
6209,1
6210,1
6211,1
6212,9
6213,3
6214,5
6215,6
6216,6
6217,9
6218,9
6219,2
6220,4
6221,9
6222,6
6223,0
6224,2
6225,2
6226,9
6227,2
6228,1
6229,1
6230,9
6231,9
6232,9
6233,8
6234,3
6235,0
6236,6
6237,4
6238,6
6239,1
6240,8
6241,4
6242,1
6243,7
6244,9
6245,1
6246,8
6247,0
6248,1
6249,1
6250,6
6251,1
6252,4
6253,6
6254,5
6255,1
6256,6
6257,4
6258,9
6259,2
6260,9
6261,9
6262,1
6263,2
6264,1
6265,3
6266,5
6267,1
6268,0
6269,4
6270,5
6271,1
6272,2
6273,9
6274,1
6275,2
6276,9
6277,1
6278,9
6279,1
6280,1
6281,1
6282,9
6283,9
6284,2
6285,4
6286,1
6287,5
6288,5
6289,0
6290,7
6291,0
6292,9
6293,3
6294,2
6295,6
6296,3
6297,2
6298,1
6299,0
6300,2
6301,6
6302,5
6303,9
6304,9
6305,8
6306,4
6307,9
6308,9
6309,0
6310,7
6311,5
6312,2
6313,9
6314,1
6315,1
6316,9
6317,9
6318,4
6319,0
6320,1
6321,3
6322,4
6323,3
6324,1
6325,9
6326,1
6327,7
6328,9
6329,3
6330,9
6331,9
6332,1
6333,6
6334,9
6335,4
6336,6
6337,1
6338,9
6339,9
6340,6
6341,5
6342,5
6343,9
6344,4
6345,9
6346,9
6347,5
6348,3
6349,4
6350,3
6351,9
6352,7
6353,9
6354,9
6355,9
6356,7
6357,5
6358,9
6359,9
6360,8
6361,9
6362,5
6363,1
6364,4
6365,9
6366,9
6367,4
6368,6
6369,0
6370,0
6371,1
6372,9
6373,3
6374,9
6375,6
6376,2
6377,9
6378,9
6379,0
6380,1
6381,6
6382,6
6383,1
6384,8
6385,6
6386,1
6387,6
6388,1
6389,1
6390,6
6391,6
6392,6
6393,3
6394,2
6395,4
6396,9
6397,1
6398,2
6399,9
6400,9
6401,2
6402,6
6403,9
6404,6
6405,4
6406,9
6407,1
6408,9
6409,7
6410,9
6411,5
6412,2
6413,1
6414,8
6415,2
6416,1
6417,3
6418,3
6419,8
6420,4
6421,3
6422,6
6423,9
6424,7
6425,4
6426,0
6427,6
6428,1
6429,1
6430,9
6431,2
6432,1
6433,2
6434,9
6435,1
6436,0
6437,1
6438,1
6439,9
6440,4
6441,3
6442,1
6443,1
6444,5
6445,7
6446,6
6447,1
6448,0
6449,9
6450,8
6451,2
6452,1
6453,9
6454,6
6455,3
6456,1
6457,6
6458,1
6459,3
6460,9
6461,6
6462,9
6463,4
6464,2
6465,2
6466,1
6467,5
6468,1
6469,6
6470,3
6471,8
6472,4
6473,1
6474,3
6475,1
6476,5
6477,1
6478,3
6479,0
6480,6
6481,1
6482,9
6483,4
6484,1
6485,1
6486,0
6487,9
6488,7
6489,4
6490,1
6491,6
6492,3
6493,1
6494,6
6495,0
6496,2
6497,1
6498,5
6499,5
6500,3
6501,3
6502,1
6503,5
6504,3
6505,5
6506,8
6507,5
6508,2
6509,9
6510,0
6511,6
6512,3
6513,1
6514,9
6515,9
6516,0
6517,0
6518,3
6519,1
6520,6
6521,9
6522,1
6523,6
6524,1
6525,6
6526,1
6527,5
6528,2
6529,3
6530,0
6531,8
6532,5
6533,5
6534,3
6535,6
6536,9
6537,8
6538,0
6539,1
6540,9
6541,6
6542,1
6543,9
6544,9
6545,2
6546,1
6547,1
6548,2
6549,5
6550,0
6551,9
6552,1
6553,1
6554,9
6555,9
6556,9
6557,1
6558,2
6559,0
6560,4
6561,1
6562,2
6563,9
6564,3
6565,9
6566,9
6567,6
6568,1
6569,1
6570,1
6571,9
6572,1
6573,2
6574,0
6575,6
6576,1
6577,9
6578,2
6579,4
6580,6
6581,2
6582,4
6583,6
6584,5
6585,9
6586,9
6587,1
6588,6
6589,6
6590,1
6591,9
6592,3
6593,9
6594,4
6595,6
6596,1
6597,3
6598,5
6599,9
6600,6
6601,8
6602,9
6603,9
6604,6
6605,0
6606,9
6607,1
6608,1
6609,3
6610,4
6611,9
6612,6
6613,3
6614,5
6615,3
6616,9
6617,8
6618,0
6619,4
6620,1
6621,9
6622,9
6623,7
6624,9
6625,9
6626,7
6627,8
6628,6
6629,1
6630,1
6631,5
6632,3
6633,5
6634,3
6635,4
6636,4
6637,3
6638,1
6639,9
6640,9
6641,5
6642,2
6643,3
6644,4
6645,5
6646,0
6647,9
6648,6
6649,2
6650,9
6651,9
6652,1
6653,6
6654,9
6655,9
6656,6
6657,9
6658,6
6659,1
6660,9
6661,1
6662,0
6663,1
6664,1
6665,2
6666,9
6667,5
6668,6
6669,1
6670,1
6671,3
6672,1
6673,9
6674,9
6675,6
6676,7
6677,5
6678,9
6679,9
6680,0
6681,2
6682,9
6683,1
6684,0
6685,9
6686,9
6687,1
6688,5
6689,5
6690,9
6691,8
6692,2
6693,2
6694,4
6695,1
6696,2
6697,1
6698,0
6699,1
6700,9
6701,4
6702,1
6703,1
6704,9
6705,1
6706,9
6707,1
6708,9
6709,6
6710,1
6711,2
6712,2
6713,4
6714,1
6715,1
6716,8
6717,4
6718,9
6719,9
6720,5
6721,3
6722,0
6723,8
6724,5
6725,1
6726,2
6727,1
6728,0
6729,6
6730,2
6731,3
6732,1
6733,4
6734,0
6735,9
6736,3
6737,5
6738,1
6739,2
6740,9
6741,6
6742,1
6743,2
6744,8
6745,4
6746,9
6747,9
6748,8
6749,6
6750,1
6751,2
6752,9
6753,8
6754,8
6755,9
6756,2
6757,1
6758,2
6759,6
6760,9
6761,9
6762,6
6763,2
6764,4
6765,6
6766,0
6767,1
6768,9
6769,9
6770,1
6771,1
6772,5
6773,6
6774,2
6775,6
6776,1
6777,5
6778,9
6779,4
6780,1
6781,5
6782,9
6783,9
6784,1
6785,2
6786,3
6787,9
6788,7
6789,9
6790,4
6791,6
6792,6
6793,5
6794,9
6795,3
6796,0
6797,5
6798,9
6799,6
6800,9
6801,1
6802,6
6803,1
6804,8
6805,7
6806,9
6807,9
6808,9
6809,9
6810,9
6811,1
6812,4
6813,9
6814,3
6815,3
6816,6
6817,3
6818,0
6819,6
6820,1
6821,1
6822,2
6823,9
6824,3
6825,8
6826,9
6827,1
6828,0
6829,8
6830,1
6831,6
6832,9
6833,9
6834,4
6835,1
6836,3
6837,2
6838,5
6839,6
6840,9
6841,9
6842,1
6843,9
6844,9
6845,3
6846,8
6847,3
6848,2
6849,2
6850,7
6851,4
6852,6
6853,9
6854,5
6855,0
6856,9
6857,1
6858,6
6859,5
6860,9
6861,1
6862,4
6863,6
6864,0
6865,9
6866,3
6867,1
6868,1
6869,1
6870,3
6871,6
6872,1
6873,1
6874,4
6875,1
6876,1
6877,2
6878,8
6879,8
6880,6
6881,9
6882,9
6883,1
6884,9
6885,6
6886,6
6887,7
6888,3
6889,9
6890,3
6891,1
6892,2
6893,6
6894,3
6895,6
6896,8
6897,0
6898,2
6899,1
6900,5
6901,9
6902,8
6903,9
6904,2
6905,1
6906,2
6907,2
6908,9
6909,4
6910,7
6911,9
6912,1
6913,1
6914,6
6915,7
6916,1
6917,9
6918,0
6919,1
6920,9
6921,9
6922,1
6923,9
6924,2
6925,1
6926,9
6927,9
6928,4
6929,3
6930,9
6931,0
6932,3
6933,4
6934,9
6935,6
6936,2
6937,9
6938,0
6939,0
6940,9
6941,3
6942,1
6943,9
6944,0
6945,4
6946,1
6947,1
6948,3
6949,1
6950,3
6951,1
6952,9
6953,1
6954,9
6955,1
6956,1
6957,2
6958,9
6959,3
6960,9
6961,6
6962,1
6963,4
6964,6
6965,7
6966,4
6967,1
6968,9
6969,2
6970,9
6971,5
6972,0
6973,4
6974,9
6975,9
6976,3
6977,9
6978,2
6979,1
6980,4
6981,4
6982,1
6983,1
6984,3
6985,1
6986,8
6987,9
6988,4
6989,1
6990,9
6991,3
6992,9
6993,9
6994,5
6995,1
6996,7
6997,6
6998,4
6999,4
7000,8
7001,9
7002,2
7003,7
7004,9
7005,9
7006,2
7007,6
7008,9
7009,6
7010,9
7011,9
7012,6
7013,9
7014,9
7015,6
7016,6
7017,9
7018,4
7019,2
7020,1
7021,1
7022,6
7023,5
7024,5
7025,4
7026,6
7027,1
7028,0
7029,1
7030,3
7031,3
7032,6
7033,2
7034,9
7035,9
7036,6
7037,7
7038,9
7039,7
7040,6
7041,1
7042,5
7043,6
7044,0
7045,2
7046,0
7047,6
7048,7
7049,5
7050,9
7051,3
7052,3
7053,4
7054,8
7055,1
7056,9
7057,5
7058,9
7059,6
7060,8
7061,1
7062,0
7063,1
7064,9
7065,9
7066,9
7067,1
7068,5
7069,1
7070,9
7071,4
7072,3
7073,1
7074,2
7075,9
7076,9
7077,2
7078,5
7079,1
7080,9
7081,3
7082,9
7083,0
7084,7
7085,1
7086,1
7087,8
7088,6
7089,2
7090,9
7091,1
7092,2
7093,2
7094,1
7095,1
7096,9
7097,9
7098,9
7099,4
7100,4
7101,1
7102,1
7103,1
7104,0
7105,8
7106,1
7107,6
7108,2
7109,3
7110,3
7111,1
7112,9
7113,5
7114,1
7115,2
7116,9
7117,1
7118,6
7119,2
7120,0
7121,4
7122,1
7123,8
7124,2
7125,1
7126,8
7127,6
7128,0
7129,9
7130,5
7131,0
7132,1
7133,9
7134,0
7135,1
7136,9
7137,9
7138,3
7139,1
7140,4
7141,6
7142,1
7143,9
7144,4
7145,1
7146,9
7147,6
7148,9
7149,1
7150,2
7151,6
7152,2
7153,9
7154,9
7155,8
7156,1
7157,1
7158,6
7159,3
7160,6
7161,0
7162,2
7163,1
7164,6
7165,5
7166,5
7167,7
7168,8
7169,8
7170,0
7171,3
7172,1
7173,9
7174,6
7175,1
7176,6
7177,1
7178,1
7179,9
7180,9
7181,9
7182,1
7183,1
7184,1
7185,1
7186,1
7187,1
7188,2
7189,9
7190,6
7191,9
7192,1
7193,9
7194,6
7195,9
7196,1
7197,2
7198,4
7199,6
7200,5
7201,9
7202,3
7203,1
7204,9
7205,6
7206,9
7207,9
7208,7
7209,9
7210,7
7211,7
7212,9
7213,4
7214,1
7215,1
7216,1
7217,9
7218,9
7219,9
7220,0
7221,1
7222,1
7223,9
7224,0
7225,6
7226,3
7227,1
7228,9
7229,4
7230,9
7231,4
7232,5
7233,6
7234,1
7235,1
7236,9
7237,2
7238,8
7239,4
7240,0
7241,9
7242,2
7243,5
7244,3
7245,6
7246,9
7247,9
7248,0
7249,6
7250,4
7251,2
7252,1
7253,5
7254,4
7255,9
7256,0
7257,2
7258,5
7259,4
7260,3
7261,5
7262,0
7263,9
7264,9
7265,5
7266,4
7267,0
7268,5
7269,5
7270,1
7271,1
7272,1
7273,1
7274,9
7275,1
7276,1
7277,9
7278,5
7279,1
7280,1
7281,0
7282,9
7283,5
7284,9
7285,1
7286,9
7287,3
7288,4
7289,9
7290,4
7291,1
7292,6
7293,6
7294,8
7295,9
7296,6
7297,6
7298,1
7299,2
7300,3
7301,9
7302,0
7303,6
7304,6
7305,4
7306,0
7307,0
7308,3
7309,9
7310,1
7311,9
7312,3
7313,1
7314,1
7315,0
7316,2
7317,9
7318,9
7319,0
7320,9
7321,5
7322,2
7323,0
7324,4
7325,9
7326,7
7327,9
7328,0
7329,1
7330,9
7331,4
7332,3
7333,9
7334,0
7335,6
7336,9
7337,4
7338,9
7339,0
7340,1
7341,8
7342,3
7343,1
7344,9
7345,6
7346,5
7347,3
7348,7
7349,0
7350,4
7351,3
7352,1
7353,5
7354,1
7355,9
7356,3
7357,9
7358,2
7359,3
7360,4
7361,4
7362,3
7363,9
7364,6
7365,5
7366,0
7367,9
7368,7
7369,0
7370,1
7371,2
7372,8
7373,9
7374,3
7375,0
7376,1
7377,2
7378,9
7379,8
7380,5
7381,6
7382,8
7383,2
7384,1
7385,1
7386,2
7387,0
7388,9
7389,0
7390,1
7391,7
7392,2
7393,8
7394,2
7395,9
7396,3
7397,8
7398,3
7399,6
7400,9
7401,1
7402,1
7403,9
7404,6
7405,4
7406,9
7407,3
7408,1
7409,4
7410,6
7411,1
7412,6
7413,6
7414,2
7415,5
7416,9
7417,9
7418,9
7419,1
7420,1
7421,6
7422,1
7423,9
7424,4
7425,6
7426,9
7427,5
7428,1
7429,3
7430,9
7431,6
7432,3
7433,1
7434,0
7435,8
7436,2
7437,7
7438,0
7439,1
7440,1
7441,9
7442,9
7443,1
7444,9
7445,3
7446,6
7447,5
7448,9
7449,1
7450,5
7451,3
7452,9
7453,6
7454,3
7455,9
7456,5
7457,9
7458,1
7459,1
7460,9
7461,3
7462,4
7463,9
7464,4
7465,5
7466,8
7467,1
7468,5
7469,8
7470,3
7471,1
7472,5
7473,2
7474,6
7475,6
7476,5
7477,5
7478,8
7479,9
7480,4
7481,1
7482,9
7483,1
7484,1
7485,9
7486,7
7487,3
7488,2
7489,5
7490,3
7491,9
7492,6
7493,2
7494,8
7495,2
7496,5
7497,1
7498,2
7499,8
7500,5
7501,3
7502,6
7503,2
7504,3
7505,4
7506,1
7507,9
7508,1
7509,6
7510,1
7511,1
7512,1
7513,9
7514,9
7515,3
7516,9
7517,1
7518,7
7519,9
7520,1
7521,2
7522,2
7523,2
7524,5
7525,6
7526,1
7527,6
7528,9
7529,1
7530,6
7531,1
7532,2
7533,3
7534,5
7535,9
7536,3
7537,9
7538,1
7539,1
7540,6
7541,7
7542,4
7543,6
7544,1
7545,3
7546,5
7547,2
7548,9
7549,0
7550,9
7551,2
7552,4
7553,6
7554,1
7555,2
7556,9
7557,6
7558,9
7559,7
7560,3
7561,9
7562,1
7563,5
7564,5
7565,4
7566,1
7567,9
7568,4
7569,9
7570,9
7571,1
7572,8
7573,3
7574,9
7575,4
7576,1
7577,9
7578,6
7579,9
7580,1
7581,6
7582,1
7583,1
7584,1
7585,9
7586,1
7587,5
7588,9
7589,4
7590,4
7591,9
7592,0
7593,6
7594,6
7595,5
7596,5
7597,1
7598,4
7599,1
7600,4
7601,0
7602,6
7603,4
7604,1
7605,8
7606,1
7607,1
7608,4
7609,4
7610,9
7611,4
7612,1
7613,1
7614,9
7615,1
7616,2
7617,9
7618,9
7619,6
7620,9
7621,9
7622,9
7623,9
7624,6
7625,2
7626,5
7627,2
7628,8
7629,0
7630,1
7631,1
7632,1
7633,8
7634,3
7635,4
7636,1
7637,3
7638,9
7639,3
7640,1
7641,1
7642,5
7643,3
7644,6
7645,3
7646,2
7647,2
7648,0
7649,6
7650,6
7651,9
7652,4
7653,1
7654,2
7655,9
7656,1
7657,9
7658,5
7659,2
7660,5
7661,5
7662,7
7663,2
7664,6
7665,4
7666,5
7667,2
7668,9
7669,9
7670,1
7671,6
7672,9
7673,1
7674,1
7675,9
7676,2
7677,5
7678,7
7679,1
7680,1
7681,1
7682,2
7683,2
7684,1
7685,9
7686,9
7687,1
7688,2
7689,6
7690,5
7691,1
7692,9
7693,6
7694,3
7695,1
7696,1
7697,4
7698,9
7699,6
7700,9
7701,9
7702,3
7703,9
7704,8
7705,4
7706,0
7707,1
7708,5
7709,9
7710,1
7711,9
7712,6
7713,9
7714,2
7715,4
7716,6
7717,2
7718,6
7719,9
7720,9
7721,2
7722,9
7723,0
7724,9
7725,4
7726,4
7727,9
7728,9
7729,6
7730,5
7731,2
7732,1
7733,0
7734,4
7735,0
7736,8
7737,5
7738,9
7739,1
7740,9
7741,9
7742,0
7743,3
7744,2
7745,6
7746,0
7747,1
7748,9
7749,7
7750,4
7751,9
7752,7
7753,2
7754,2
7755,2
7756,7
7757,8
7758,1
7759,9
7760,9
7761,1
7762,1
7763,1
7764,9
7765,9
7766,4
7767,1
7768,6
7769,1
7770,6
7771,9
7772,4
7773,8
7774,3
7775,5
7776,5
7777,4
7778,6
7779,1
7780,9
7781,1
7782,8
7783,9
7784,4
7785,4
7786,9
7787,1
7788,5
7789,1
7790,9
7791,1
7792,8
7793,9
7794,3
7795,9
7796,6
7797,9
7798,9
7799,3
